smiles,InChiKey
O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NC(CC(=O)N4CCCC4)c4ccccc4Cl)nc23)N1,HODYRNLBQJLNRG-ODLFYWEKSA-N
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],NCUCGYYHUFIYNU-UHFFFAOYSA-N
CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1,FACMWMBWGSPRKO-UHFFFAOYSA-N
O=C([O-])[O-].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-],GDVKFRBCXAPAQJ-UHFFFAOYSA-A
COc1cc2c(cc1OC)CN(C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)O)[C@H](C(=O)O)C2,CMPAGYDKASJORH-YSSFQJQWSA-N
CC1(O)CCC(C(C)(C)O)CC1.O,JGKJMBOJWVAMIJ-UHFFFAOYSA-N
FC(F)(F)c1c(CCc2ccccc2)n2c3c(cccc13)CCC2,FYGQTNWKBNYVQB-UHFFFAOYSA-N
O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NCc4ccc(Br)cc4F)nc23)N1,VNKHALGLGKZCPN-WCSRMQSCSA-N
O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NCc4cccc5c4OCCCO5)nc23)N1,VNKNGTFSCHPIQK-DHDCSXOGSA-N
O=C(O)c1ccc2c(c1)nc(OCCCO)c1ccsc12,DSHCNJPTTSGRAX-UHFFFAOYSA-N
O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4cccc(-n5cccn5)c4)nc23)N1,SSKYEIYRCQPTEB-MFOYZWKCSA-N
O=C(O)/C=C\C(=O)O.O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,CTYSKGVFLJLGGX-BTJKTKAUSA-N
CC1(C)CN(C(=O)c2ccc(C#Cc3cccc(F)c3)cn2)CCO1,UBZYCCRHIRZFEK-UHFFFAOYSA-N
CC(=O)Nc1cc([As]2SCC(CO)S2)ccc1O,MRUDSZSRLQAPOG-UHFFFAOYSA-N
Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2,IOEPXYJOHIZYGQ-UHFFFAOYSA-N
O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NCc4ccccc4N4CCOCC4)nc23)N1,YIDXIGSEVJJZSJ-WQRHYEAKSA-N
c1ccc(CCN2CCC(CCc3c[nH]c4ccccc34)CC2)cc1,PKONSPWBWMIPAF-UHFFFAOYSA-N
N#Cc1coc2c(-c3ccc(OCc4cccc(C(=O)N5CCC[C@H]5C(=O)O)c4)cc3)cc(F)c(F)c12,XCCOXNCFXGDBAO-QHCPKHFHSA-N
CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,ZCDNRPPFBQDQHR-SSYATKPKSA-N
O=S(=O)([O-])O[C@H](CO)[C@@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@@H]1CO,SOWRVDSZMRPKRG-PFJMMIAPSA-N
Cc1cccc(N2CCN(CCc3ccc4ccccc4n3)CC2)c1.O=C(O)CC(O)(CC(=O)O)C(=O)O,XEOUTMUAFOIGQK-UHFFFAOYSA-N
CN(Cc1ccc(Br)cc1)N=O,AOGKIHZSOZKJSD-UHFFFAOYSA-N
CN1C(C)(C)C=CCC1(C)C,IBMCQJYLPXUOKM-UHFFFAOYSA-N
COCCN(CCOC)C(=O)CCCC#Cc1cccc2nc(Cn3nc(-c4cccc(O)c4)c4c(N)ncnc43)n(Cc3ccccc3Cl)c(=O)c12,UBLOHCIYTDRGJH-UHFFFAOYSA-N
O=C1NC(=O)/C(=C/c2cnn3c(NCC4CC4)cc(NN4CCOCC4)nc23)N1,TWQKOGWPLWPDDD-QPEQYQDCSA-N
Nc1c(C(=O)c2ccc(F)cc2F)ccc(=O)n1-c1c(F)cc(CCN[C@H](C(=O)OC2CCCC2)c2ccccc2)cc1F,XARADUFHWOHIKA-LJAQVGFWSA-N
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@](C)(CO)c1ccccc1)C2,XZPAMMPYTOAFOU-MUQADHOPSA-N
COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5occc5c4)c3c2)C1,QFRCCCRGDGDWPR-OAQYLSRUSA-N
CC[C@@H](C(=O)O)[C@@H]1O[C@@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](O)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)[C@@H](C)C[C@@H]1C,VHKXXVVRRDYCIK-CWCPJSEDSA-N
COc1ccc([C@@]23Oc4cc(OC)cc(OC)c4[C@]2(O)[C@H](O)[C@H](C(N)=O)[C@H]3c2ccccc2)cc1,RMNPQEWLGQURNX-PXIJUOARSA-N
CCN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)CC1,ZXFNUHYGGNERBC-UHFFFAOYSA-N
c1cncc(C2CCCN2)c1,MYKUKUCHPMASKF-UHFFFAOYSA-N
Cc1cc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cc(C)c1O,QIZCNBUXRJIWSF-APSNUPSMSA-N
Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,CUCVTDOXQYMYKL-UHFFFAOYSA-N
O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(-c4cccc(OC(F)(F)F)c4)nc23)N1,LWIJTYNZCAZVPG-QPEQYQDCSA-N
Cc1ccc(CNc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cc1C,JAUABHCOAFHKDR-PXNMLYILSA-N
C[C@H](Nc1nc2c(/C=C3\NC(=O)NC3=O)cnn2c(NC2CC2)c1C#N)C1CC1,ZDOODKFZVTWKCE-VYJZUSIPSA-N
CCC1=C(CC)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(=O)C5(CC)CC)c(CC)c4CC)C1(CC)C3=CCC(C#N)(C#N)C1(C#N)C#N.CCC1=C(CC)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C1=CCC(C#N)(C#N)C(C#N)(C#N)C15CC)c(CC)c4CC)C(=O)C3(CC)CC,HFYVPVUSGJLGLO-VLXOUXSNSA-N
Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc2c(c1)cc(C1CC1)n2CCN1CCOCC1,YKRWFRUYMGNWJI-UHFFFAOYSA-N
Clc1cccc(Nc2nc3cc(-c4nnn[nH]4)ccc3c3cnccc23)c1,IGKXMIGRJGFVEE-UHFFFAOYSA-N
CC(C)=CCN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)C[C@@H]1C,ZNFFMCYSMBXZQU-NSHDSACASA-N
CSc1cccc(CNc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1,AGHHWRIONRDRFU-NVNXTCNLSA-N
CC(=O)N1CCN(c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1,ZCPILKDDOATINX-ZSOIEALJSA-N
O=C1COc2c(cccc2-c2ccc(OCc3cccc(C(=O)N4CCC[C@H]4C(=O)O)c3)cc2)N1,ZDCUOZXFTGAFQZ-QHCPKHFHSA-N
c1ccc(C(CCN2CCCCCC2)c2ccccc2)cc1,QSEKJQWRMSJZDE-UHFFFAOYSA-N
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,SVJMLYUFVDMUHP-MGBGTMOVSA-N
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc2nonc12,QERUYFVNIOLCHV-UHFFFAOYSA-N
O=C(N[C@H](C(=O)N1C[C@H](Cl)[C@H]2OCC(=O)[C@H]21)C1CCCCC1)c1ccccc1,LBLSSIHBMJKAIZ-GDAAHCPNSA-N
CCCc1nc(CC)c(C(=O)OCc2ccccc2C(=O)c2ccccc2)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCc2ccccc2)cc1F,VGAXZADPFSBRSX-UHFFFAOYSA-N
COc1c(Cl)cccc1Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,SXDBVGNWJVEJPI-AUWJEWJLSA-N
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1,SVJMLYUFVDMUHP-XIFFEERXSA-N
COc1cccc(CN2C[Si](C)(C)O[Si](C)(C)C2)c1,CUYLJVJMQPPTOS-UHFFFAOYSA-N
O=C(O[Al](O)O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,YMILRBLJDGKUDX-CXKLNRRHSA-K
CN1CCC2=C(CC1)c1ccccc1N(C)c1ccccc12,SGMXCAKSGHLWBE-UHFFFAOYSA-N
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,JGFDZZLUDWMUQH-UHFFFAOYSA-N
O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NC(c4ccccn4)C(F)(F)F)nc23)N1,FPABDRUHPZXTFV-GHXNOFRVSA-N
COC(=O)C[C@@H]1N=C(c2ccc(Nc3c(F)cc(F)cc3F)cc2)c2c(sc(CO)c2C)-n2c(C)nnc21,HBYLVKAXSCOSII-IBGZPJMESA-N
NC(=O)c1ncn([C@@H]2C[C@@H](O)[C@H](CO)O2)n1,GODSJHAJEWFDAD-SRQIZXRXSA-N
NCCOc1c(-c2ccc(Oc3ccccc3)cc2)[nH]c(=O)c2cc(F)ccc12,XPSKRWQPQHOROG-UHFFFAOYSA-N
C[C@H](NCCc1ccc(-n2c(N)c(C(=O)c3ccc(F)cc3F)ccc2=O)cc1)C(=O)OC(C)(C)C,NYOQTINOEDUWJS-INIZCTEOSA-N
FC(F)(F)c1cccc(Nc2nc3cc(C4=NNNN4)ccc3c3sccc23)c1,DULSEUYAXIZUMK-UHFFFAOYSA-N
COC(=O)CNC(=O)c1cccc(Nc2nc3cc(-c4nnn[nH]4)ccc3c3sccc23)c1,RAKKEIGSDOTMEW-UHFFFAOYSA-N
N#Cc1cccc(S(=O)(=O)N[C@H]2CC[C@H](Nc3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)CC2)c1,DZMWEQILLGGIHD-HPJHBVMLSA-N
CCN(Cc1ccncc1)c1nc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,MTHFZQAFYGDVSD-DHDCSXOGSA-N
O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(N4CCN(c5cccc(C(F)(F)F)n5)CC4)nc23)N1,UJOFHCKITHGCCU-UVTDQMKNSA-N
Cn1c(CNc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)nc2ccccc21,YUXWLNINYWGZAN-ZSOIEALJSA-N
O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc(N3CCOCC3)c2)cc1,BWZJLTVWLWPGNE-IZZDOVSWSA-N
O=C(O)[C@@H]1CCCN1C(=O)c1cccc(COc2ccc(-c3cc(F)c(F)c4ccsc34)cc2)c1,JFPOMYKJKUTJNO-QHCPKHFHSA-N
Cc1nc2ccc(-c3n[nH]c4ccc(C(=O)N[C@@H]5C[C@@H](Cc6c(F)cccc6F)CN(C)C5)cc34)cn2n1,GWBPKQAQKLPXFW-FXAWDEMLSA-N
O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4ccc(C(=O)NCCN5CCC(F)(F)CC5)s4)nc23)N1,FLSOGVRCQBFPGP-BOPFTXTBSA-N
O=C(O)c1ccc2c3sccc3c(=O)n(CCCO)c2c1,YITYPCHIVQKNBR-UHFFFAOYSA-N
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2.CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,OKBDKXNUJDSPDX-UHFFFAOYSA-N
CN1CCCN(c2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1,DRBPUALSCDYXOJ-LCYFTJDESA-N
CN(C)Nc1nc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,YGDDXOYULAIASV-UITAMQMPSA-N
c1cc(N2CCCC2)ccc1CNCCCCCNCc1ccc(N2CCCC2)cc1,POPPZIRTHZLDBX-UHFFFAOYSA-N
CN1C[C@H](Cc2c(F)cccc2F)C[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nonc5c4)c3c2)C1,YCODGWZMTYESKS-MAUKXSAKSA-N
Cc1cccc(C(C)Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)n1,HZLPRGUJMITKTQ-PXNMLYILSA-N
CS(=O)(=O)O.N=C(N)NC(=O)c1cc2c(-c3ccccc3)cccc2s1,AJNTYTFLXBGNCF-UHFFFAOYSA-N
NCCCCN(Cc1cc2c(cn1)[nH]c1ccccc12)[C@@H]1CCCc2cccnc21,KFAHIZIXUPRPBG-XMMPIXPASA-N
CCOCCNc1nc(Nc2cccc(Cl)c2)nc2c(/C=C3\NC(=O)NC3=O)cnn12,DLJCBTHMMVXPHE-ZSOIEALJSA-N
CN(Cc1nccc2c3ccccc3n(CCCCN)c12)[C@H]1CCCc2cccnc21,VBDFJRFDMOITRW-DEOSSOPVSA-N
CCCCN(CCCC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1c(F)cccc1OC,FZDLKLABGKMAQF-ZUKKLESISA-N
NC(=O)c1ccc2c(c1O)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,SIJATVAZXUYZQN-VOQZNFBZSA-N
C[C@H](Nc1nc2c(/C=C3\NC(=O)NC3=O)cnn2c(NC2CC2)c1C#N)c1cccc(Cl)c1,ZNSOWXGHUKNHQP-FQKVVYMKSA-N
O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NCc4cccc(Cl)c4Cl)nc23)N1,BUFJNOPHCJQIAU-NSIKDUERSA-N
CNC(=O)CC1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21,KCVBJYCYUYBMEV-UHFFFAOYSA-N
CC(C)CN1CCC(Nc2cc(Nc3cccc(Cl)c3)nc3c(/C=C4\NC(=O)NC4=O)cnn23)CC1,LRTHZQDNWNHQEF-JMIUGGIZSA-N
