smiles,InChiKey
C1=CC=C(C=C1)OC(=O)C=CC2=CC(=C(C=C2)O)O,LDBPIZIYTBIRPM-VQHVLOKHSA-N
C1=CC=C(C=C1)CCOC(=O)C=CC2=CC(=C(C=C2)O)O,SWUARLUWKZWEBQ-VQHVLOKHSA-N
C1=CC=C(C=C1)CCO,WRMNZCZEMHIOCP-UHFFFAOYSA-N
COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,VFLDPWHFBUODDF-FCXRPNKRSA-N
CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,HVYWMOMLDIMFJA-DPAQBDIFSA-N
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,FYPMFJGVHOHGLL-UHFFFAOYSA-N
[O-2],AHKZTVQIVOEVFO-UHFFFAOYSA-N
C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-],XVPBINOPNYFXID-LHDUFFHYSA-N
C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-],XVPBINOPNYFXID-JARXUMMXSA-N
C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,ZSBXGIUJOOQZMP-JLNYLFASSA-N
O1[As]2O[As]3O[As]1O[As](O2)O3,KTTMEOWBIWLMSE-UHFFFAOYSA-N
C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,ZSBXGIUJOOQZMP-BHPKHCPMSA-N
[O-2].[O-2].[O-2].[As+3].[As+3],QTLQKAJBUDWPIB-UHFFFAOYSA-N
O=[As]O[As]=O,IKWTVSLWAPBBKU-UHFFFAOYSA-N
[H+].[H+].CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC.[O-]S(=O)(=O)[O-],DQSGVVGOPRWTKI-QVFAWCHISA-N
CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,AXRYRYVKAWYZBR-GASGPIRDSA-N
CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,AXRYRYVKAWYZBR-HWOXFOCPSA-N
CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC.OS(=O)(=O)O,DQSGVVGOPRWTKI-QVFAWCHISA-N
CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=NN(N=N3)C)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,BFKMYBHUMHOWJH-YVHASNINSA-N
CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=C3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,UZZKRELETVORAI-UYEZAFAQSA-N
C1=CN=C(C=C1Cl)N,RQMWVVBHJMUJNZ-UHFFFAOYSA-N
CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=NC=CS3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,OPZSFSBOEOXKKY-QUAHOIDUSA-N
CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,AXRYRYVKAWYZBR-KIHBOBKYSA-N
C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,DJBNUMBKLMJRSA-UHFFFAOYSA-N
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,NNJVILVZKWQKPM-UHFFFAOYSA-N
CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,JWHAUXFOSRPERK-UHFFFAOYSA-N
CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,RKXNZRPQSOPPRN-UHFFFAOYSA-N
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.O.Cl,YECIFGHRMFEPJK-UHFFFAOYSA-N
CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl,XWIHRGFIPXWGEF-UHFFFAOYSA-N
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.Cl,IYBQHJMYDGVZRY-UHFFFAOYSA-N
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.C(=O)(O)O.C(=O)(O)O,YTYBKUMQBAPTAX-UHFFFAOYSA-N
C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,DJBNUMBKLMJRSA-LLVKDONJSA-N
CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl,XWIHRGFIPXWGEF-HIBBSUKHSA-N
C1C(C(C(C([NH2+]1)CO)O)O)O,LXBIFEVIBLOUGU-UHFFFAOYSA-O
CC1=NC(=CC=C1)CCN2CCC(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C.Cl,LEGNBJZJJSZVHZ-UHFFFAOYSA-N
CC1=NC(=CC=C1)CCN2CCC(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C.Cl.Cl,ZQBNWMFBOSOOLX-UHFFFAOYSA-N
CC1=NC(=CC=C1)CCN2CCC(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C,SRUISGSHWFJION-UHFFFAOYSA-N
CC1=NC(=CC=C1)CCN2CCC(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C.O.O.Cl.Cl,AJNFQUKPBCGJKX-UHFFFAOYSA-N
C1=CC(=CC=C1CC(C(=O)O)N)O,OUYCCCASQSFEME-QMMMGPOBSA-N
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,YBHILYKTIRIUTE-UHFFFAOYSA-N
C1=CC=C(C=C1)CC(C(=O)O)N,COLNVLDHVKWLRT-QMMMGPOBSA-N
COC1=C(C2=C(C=C1)C=C3C4=CC5=C(C=C4CCN3C2)OCO5)OC,FZAGOOYMTPGPGF-UHFFFAOYSA-N
[K],ZLMJMSJWJFRBEC-UHFFFAOYSA-N
CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,MIBATSHDJRIUJK-UHFFFAOYSA-N
C1=CC=C(C=C1)CC2=NC=CC3=CC=CC=C32,IZTUINVRJSCOIR-UHFFFAOYSA-N
C1=CC=C(C=C1)CC2=CC3=CC=CC=C3C(=N2)CC4=CC=CC=C4,BJWWOUUGCAPHOV-UHFFFAOYSA-N
CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,MIBATSHDJRIUJK-IADGFXSZSA-N
CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,MIBATSHDJRIUJK-XGDNGBMYSA-N
CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,XCUCMLUTCAKSOZ-FIRIVFDPSA-N
CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,MIBATSHDJRIUJK-ZWXJPIIXSA-N
CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,MIBATSHDJRIUJK-ROJLCIKYSA-N
COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,GXDALQBWZGODGZ-UHFFFAOYSA-N
CC(C)C1=C(C(=CC=C1)C(C)C)O,OLBCVFGFOZPWHH-UHFFFAOYSA-N
CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl.Cl,GPPJWWMREQHLQT-UHFFFAOYSA-N
CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,KPWSJANDNDDRMB-UHFFFAOYSA-N
CN(C)C(=O)NC1CCCC(C1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl.Cl,NZMMKYHPQSRPDK-UHFFFAOYSA-N
CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl,ABTXGJFUQRCPNH-UHFFFAOYSA-N
CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C.OP(=O)(O)O,CGDDQFMPGMYYQP-UHFFFAOYSA-N
CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,UVTNFZQICZKOEM-UHFFFAOYSA-N
[H+].CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.[Cl-],ABTXGJFUQRCPNH-UHFFFAOYSA-N
CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,REQCZEXYDRLIBE-UHFFFAOYSA-N
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-UHFFFAOYSA-N
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-OZXSUGGESA-N
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-NASUQTAISA-N
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZZHFZYNASA-N
CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,YZDJQTHVDDOVHR-UHFFFAOYSA-N
C1=CC=C2C(=C1)C=C(N2)CC3=CC=C(C=C3)C(F)(F)F.C1=CC=C2C(=C1)C=C(N2)CC3=CC=C(C=C3)C(F)(F)F,NNXWVRXROOQQNO-UHFFFAOYSA-N
CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,XMXHEBAFVSFQEX-UHFFFAOYSA-N
C1=CON=C1,CTAPFRYPJLPFDF-UHFFFAOYSA-N
CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O,JCBIVZZPXRZKTI-UHFFFAOYSA-N
CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,XXSMGPRMXLTPCZ-UHFFFAOYSA-N
CC[NH+](CCCC(C)NC1=C2C=CC(=CC2=[NH+]C=C1)Cl)CCO,XXSMGPRMXLTPCZ-UHFFFAOYSA-P
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CZMRCDWAGMRECN-UGDNZRGBSA-N
CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,ZBMZVLHSJCTVON-UHFFFAOYSA-N
CC(C)CC(C(=O)O)N,ROHFNLRQFUQHCH-YFKPBYRVSA-N
CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,IYIKLHRQXLHMJQ-UHFFFAOYSA-N
C1CN(CCN1CCO)CCS(=O)(=O)O,JKMHFZQWWAIEOD-UHFFFAOYSA-N
C1CC(NC1)C(=O)O,ONIBWKKTOPOVIA-UHFFFAOYSA-N
C(C1C(C(C(C(O1)O)O)O)O)O,WQZGKKKJIJFFOK-GASJEMHNSA-N
CC(C(=O)O)N,QNAYBMKLOCPYGJ-UHFFFAOYSA-N
CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N
C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,DEFVIWRASFVYLL-UHFFFAOYSA-N
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,QIVBCDIJIAJPQS-VIFPVBQESA-N
C(CC(C(=O)O)N)CN=C(N)N,ODKSFYDXXFIFQN-BYPYZUCNSA-N
CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O,FAXGPCHRFPCXOO-LXTPJMTPSA-N
CCC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C=O,BFUKWVVFVGUARP-UHFFFAOYSA-N
CC1C(C(NC1=O)(C(C(C)C)O)C(=O)SCC(C(=O)O)NC(=O)C)O,DAQAKHDKYAWHCG-RWTHQLGUSA-N
CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,YPHMISFOHDHNIV-FSZOTQKASA-N
C1C(C(OC1N)COP(=O)(O)OC2CC(OC2COP(=O)(O)OC3CC(OC3CO)N)N)O,AWBASQCACWFTGD-UHFFFAOYSA-N
CC1(CC(CC(N1[O])(C)C)O)C,UZFMOKQJFYMBGY-UHFFFAOYSA-N
CC1(CC(CC(N1O)(C)C)O)C,CSGAUKGQUCHWDP-UHFFFAOYSA-N
CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,IXTMWRCNAAVVAI-UHFFFAOYSA-N
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,GUGOEEXESWIERI-UHFFFAOYSA-N
[HH],UFHFLCQGNIYNRP-JMRXTUGHSA-N
CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl,VIDRYROWYFWGSY-UHFFFAOYSA-N
CC(=O)[O-],QTBSBXVTEAMEQO-UHFFFAOYSA-M
C1CC(CCC1CC(=O)O)C2=CC=C(C=C2)C3=NNC(=C3)C(F)(F)F,YPHFQSYEKIEMNC-UHFFFAOYSA-N
C1=CC(=C(C=C1C(F)(F)F)NC(=O)NC2=C(C=CC(=C2)C(F)(F)F)O)O,NJFVQMRYJZHGME-UHFFFAOYSA-N
CCN(CC)CCNC(=O)COC1=CC=C(C=C1)Cl,UORGKWWJEQDTGX-UHFFFAOYSA-N
CC(CC1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3.CC(C(=O)O)O,QPOFIDVRLWJICD-UHFFFAOYSA-N
CC1=C(C(C(=C(N1)C)C(=O)OCCCN2CCC(CC2)(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,SVJMLYUFVDMUHP-UHFFFAOYSA-N
C1=CC=C2C(=C1)NC3=CC=CC=C3S2,WJFKNYWRSNBZNX-UHFFFAOYSA-N
CN1CCCC(=C(C2=CC=CS2)C3=CC=CS3)C1,JWIXXNLOKOAAQT-UHFFFAOYSA-N
COC1=C(C=C(C=C1)CCNCC(C2=CC=C(C=C2)O)O)OC,VHSBBVZJABQOSG-INIZCTEOSA-N
CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)Cl,XRYLGRGAWQSVQW-UHFFFAOYSA-N
C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,WDVSHHCDHLJJJR-UHFFFAOYSA-N
CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,ZGUGWUXLJSTTMA-UHFFFAOYSA-N
CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,WSSJONWNBBTCMG-UHFFFAOYSA-N
COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N,BVPWJMCABCPUQY-UHFFFAOYSA-N
CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,OWQUZNMMYNAXSL-UHFFFAOYSA-N
CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,OJFSXZCBGQGRNV-UHFFFAOYSA-N
C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,JAUOIFJMECXRGI-UHFFFAOYSA-N
CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,FQZYTYWMLGAPFJ-OQKDUQJOSA-K
CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2.Cl,UCDKONUHZNTQPY-UHFFFAOYSA-N
CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,BPZSYCZIITTYBL-YJYMSZOUSA-N
C1CN2CCC1C(C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,PZMAHNDJABQWGS-UHFFFAOYSA-N
CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3.Cl,WYUYEJNGHIOFOC-NWBUNABESA-N
C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,RQXCLMGKHJWMOA-UHFFFAOYSA-N
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,XSCGXQMFQXDFCW-UHFFFAOYSA-N
CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC,ACRHBAYQBXXRTO-OAQYLSRUSA-N
CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,BTFMCMVEUCGQDX-UHFFFAOYSA-N
C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,WHWZLSFABNNENI-UHFFFAOYSA-N
CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,OGQICQVSFDPSEI-UHFFFAOYSA-N
C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,RKLNONIVDFXQRX-UHFFFAOYSA-N
CN1CCCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,CBHCDHNUZWWAPP-UHFFFAOYSA-N
CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,KTHVBAZBLKXIHZ-UHFFFAOYSA-N
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,VNFPBHJOKIVQEB-UHFFFAOYSA-N
C1CN(CC=C1C2=CC(=CC=C2)C(F)(F)F)CCC3=CC4=CC=CC=C4C=C3,WJJYZXPHLSLMGE-UHFFFAOYSA-N
CN1CCC(C(C1)C(=O)C2=CC=C(C=C2)F)(C3=CC=C(C=C3)F)O,PPQZABOURJVKNI-UHFFFAOYSA-N
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C.CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C.C(C(C(=O)O)O)(C(=O)O)O,AJZJIYUOOJLBAU-CEAXSRTFSA-N
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=CC(=O)O)C(=O)O,ZTHJULTYCAQOIJ-WXXKFALUSA-N
C1CN(CCC12NC(=O)CS2)CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl,CFOYBMUYCBSDAL-UHFFFAOYSA-N
CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N,DTOUUUZOYKYHEP-UHFFFAOYSA-N
C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,GIIZNNXWQWCKIB-UHFFFAOYSA-N
CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,WDQPAMHFFCXSNU-UHFFFAOYSA-N
CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,GPKJTRJOBQGKQK-UHFFFAOYSA-N
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,OPXLLQIJSORQAM-UHFFFAOYSA-N
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,AOJJSUZBOXZQNB-TZSSRYMLSA-N
CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,ZBIAKUMOEKILTF-UHFFFAOYSA-N
CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24,MJFJKKXQDNNUJF-UHFFFAOYSA-N
CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C,XNMYNYSCEJBRPZ-UHFFFAOYSA-N
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,XJGVXQDUIWGIRW-UHFFFAOYSA-N
CCOC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OCC)OCC)OCC,ZOWYFYXTIWQBEP-UHFFFAOYSA-N
C1COCCN1CCCC2=CC=C(C=C2)COC3=CC=CC=C3,CVHGCWVMTZWGAY-UHFFFAOYSA-N
C1=NC2=C(N1)C(=S)N=CN2,GLVAUDGFNGKCSF-UHFFFAOYSA-N
C1=NC2=C(N1)C(=S)N=C(N2)N,WYWHKKSPHMUBEB-UHFFFAOYSA-N
CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C,WUWDLXZGHZSWQZ-WQLSENKSSA-N
CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,RXPRRQLKFXBCSJ-GIVPXCGWSA-N
CN1C2CCC1CC(C2)OC3C4=CC=CC=C4CCC5=CC=CC=C35.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CHQGYMXXKZPWOI-IIPFOPBBSA-N
COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,QEVHRUUCFGRFIF-MDEJGZGSSA-N
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,FGXWKSZFVQUSTL-UHFFFAOYSA-N
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,PUFQVTATUTYEAL-UHFFFAOYSA-N
C=CCN(C1=C(C=CC=C1Cl)Cl)C2=NCCN2,OXTYVEUAQHPPMV-UHFFFAOYSA-N
C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5,CPZBLNMUGSZIPR-NVXWUHKLSA-N
CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31,CDOZDBSBBXSXLB-UHFFFAOYSA-N
C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)CBr,DAASOABUJRMZAD-UHFFFAOYSA-N
C1CN(CC1C2=CC=CC=C2)CCC(=O)C3=CC4=C(C=C3)OCCO4.Cl,QQZPGRDQMBPRFY-UHFFFAOYSA-N
CCN(CC)CCNC(C1=CC=CC=C1)C(=O)OCCC(C)C,RYOOHIUJEJZCFT-UHFFFAOYSA-N
CC(C)(C)C1(CCN2CC3C4=CC=CC=C4CCC5=C3C(=CC=C5)C2C1)O.Cl,QZRUMKUMFJJARD-OMMJFLKZSA-N
C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,HXGBXQDTNZMWGS-RUZDIDTESA-N
C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,XEEQGYMUWCZPDN-DOMZBBRYSA-N
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl,YEJAJYAHJQIWNU-UHFFFAOYSA-N
CN(C1=NC(=CC=C1)OC)C(=S)OC2=CC3=C(CCCC3)C=C2,VPHPQNGOVQYUMG-UHFFFAOYSA-N
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,CEUORZQYGODEFX-UHFFFAOYSA-N
